season,player_id,first_name,last_name,player_name,position,height_wo_shoes,height_wo_shoes_ft_in,height_w_shoes,height_w_shoes_ft_in,weight,wingspan,wingspan_ft_in,standing_reach,standing_reach_ft_in,body_fat_pct,hand_length,hand_width,standing_vertical_leap,max_vertical_leap,lane_agility_time,modified_lane_agility_time,three_quarter_sprint,bench_press,spot_fifteen_corner_left,spot_fifteen_break_left,spot_fifteen_top_key,spot_fifteen_break_right,spot_fifteen_corner_right,spot_college_corner_left,spot_college_break_left,spot_college_top_key,spot_college_break_right,spot_college_corner_right,spot_nba_corner_left,spot_nba_break_left,spot_nba_top_key,spot_nba_break_right,spot_nba_corner_right,off_drib_fifteen_break_left,off_drib_fifteen_top_key,off_drib_fifteen_break_right,off_drib_college_break_left,off_drib_college_top_key,off_drib_college_break_right,on_move_fifteen,on_move_college,person_id,round_number,round_pick,overall_pick,team_id,organization,person_id_player,display_first_last,birthdate,school,country,draft_year,draft_round,draft_number
2001,2205,DeSagana,Diop,DeSagana Diop,C,82.0,6' 10'',,,314,90.5,7' 6.5'',113.0,9' 5'',21.0,,,21.5,25.5,12.37,,3.56,15.0,,,,,,,,,,,,,,,,,,,,,,,,2205,1.0,8.0,8.0,1610612739,Oak Hill Academy,2205,DeSagana Diop,1982-01-30 00:00:00,No College,Senegal,2001,1,8
2001,12038,Robb,Dryden,Robb Dryden,C,85.0,7' 1'',,,241,86.5,7' 2.5'',110.2,9' 2.25'',8.0,,,27.0,30.0,12.47,,3.46,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,12039,Anthony,Evans,Anthony Evans,PF,78.0,6' 6'',,,267,83.5,6' 11.5'',101.5,8' 5.5'',12.9,,,31.5,33.0,12.56,,3.31,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,2230,Maurice,Evans,Maurice Evans,SG,76.25,6' 4.25'',,,221,80.0,6' 8'',101.0,8' 5'',4.0,,,34.5,37.5,10.08,,3.12,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,12150,Benjamin,Eze,Benjamin Eze,C-PF,80.75,6' 8.75'',,,232,90.0,7' 6'',109.0,9' 1'',3.9,,,29.0,32.0,13.05,,3.36,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,2386,Kimani,Ffriend,Kimani Ffriend,C-PF,81.5,6' 9.5'',,,228,82.75,6' 10.75'',108.5,9' 0.5'',11.7,,,32.0,33.0,11.46,,3.09,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,2228,Alton,Ford,Alton Ford,PF,80.25,6' 8.25'',,,271,82.5,6' 10.5'',102.5,8' 6.5'',8.0,,,34.5,36.5,11.7,,3.16,21.0,,,,,,,,,,,,,,,,,,,,,,,,2228,2.0,22.0,50.0,1610612756,Houston,2228,Alton Ford,1981-05-29 00:00:00,Houston,USA,2001,2,50
2001,2218,Joseph,Forte,Joseph Forte,SG,75.5,6' 3.5'',,,193,78.5,6' 6.5'',100.5,8' 4.5'',,,,26.5,33.0,11.51,,3.19,10.0,,,,,,,,,,,,,,,,,,,,,,,,2218,1.0,21.0,21.0,1610612738,North Carolina,2218,Joseph Forte,1981-03-23 00:00:00,North Carolina,USA,2001,1,21
2001,-1,Jason,Gardner,Jason Gardner,PG,69.75,5' 9.75'',,,188,73.25,6' 1.25'',92.5,7' 8.5'',8.0,,,34.5,40.0,10.88,,2.92,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,12151,Jerry,Green,Jerry Green,PG-SG,73.5,6' 1.5'',,,179,78.25,6' 6.25'',99.0,8' 3'',5.5,,,28.5,35.0,11.7,,3.17,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,12152,Kenny,Gregory,Kenny Gregory,SF,75.5,6' 3.5'',,,200,83.25,6' 11.25'',101.0,8' 5'',6.7,,,39.5,45.5,11.33,,3.1,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,2204,Eddie,Griffin,Eddie Griffin,PF-SF,81.25,6' 9.25'',,,222,87.0,7' 3'',110.0,9' 2'',4.0,,,26.5,33.0,11.77,,3.21,3.0,,,,,,,,,,,,,,,,,,,,,,,,2204,1.0,7.0,7.0,1610612751,Seton Hall,,,,,,,,
2001,2239,Trenton,Hassell,Trenton Hassell,SG-SF,76.25,6' 4.25'',,,205,80.0,6' 8'',99.5,8' 3.5'',5.3,,,35.5,37.5,11.57,,3.29,12.0,,,,,,,,,,,,,,,,,,,,,,,,2239,2.0,1.0,29.0,1610612741,Austin Peay,,,,,,,,
2001,2213,Kirk,Haston,Kirk Haston,PF-SF,80.0,6' 8'',,,242,84.25,7' 0.25'',106.0,8' 10'',10.5,,,27.0,31.5,12.25,,3.35,11.0,,,,,,,,,,,,,,,,,,,,,,,,2213,1.0,16.0,16.0,1610612766,Indiana,2213,Kirk Haston,1979-03-10 00:00:00,Indiana,USA,2001,1,16
2001,12153,Charles,Hathaway,Charles Hathaway,C,80.0,6' 8'',,,274,86.0,7' 2'',107.5,8' 11.5'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,2217,Brendan,Haywood,Brendan Haywood,C,83.75,6' 11.75'',,,266,90.5,7' 6.5'',113.5,9' 5.5'',12.9,,,27.0,28.5,12.87,,3.5,17.0,,,,,,,,,,,,,,,,,,,,,,,,2217,1.0,20.0,20.0,1610612739,North Carolina,,,,,,,,
2001,12154,Michael,Hicks,Michael Hicks,SG,76.0,6' 4'',,,197,81.25,6' 9.25'',100.5,8' 4.5'',7.3,,,33.0,40.5,11.38,,3.19,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,2212,Steven,Hunter,Steven Hunter,C-PF,82.25,6' 10.25'',,,224,88.0,7' 4'',108.0,9' 0'',5.3,,,30.5,38.5,11.99,,3.15,11.0,,,,,,,,,,,,,,,,,,,,,,,,2212,1.0,15.0,15.0,1610612753,DePaul,2212,Steven Hunter,1981-10-31 00:00:00,DePaul,USA,2001,1,15
2001,12155,Andre,Hutson,Andre Hutson,PF,80.25,6' 8.25'',,,244,83.75,6' 11.75'',105.5,8' 9.5'',11.7,,,29.0,32.5,11.25,,3.3,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,12156,Nate,James,Nate James,SF,76.75,6' 4.75'',,,196,82.75,6' 10.75'',103.0,8' 7'',6.0,,,26.0,31.0,11.42,,3.31,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,2210,Richard,Jefferson,Richard Jefferson,SF,79.25,6' 7.25'',,,223,84.0,7' 0'',103.0,8' 7'',6.7,,,33.0,38.5,11.19,,3.15,14.0,,,,,,,,,,,,,,,,,,,,,,,,2210,1.0,13.0,13.0,1610612745,Arizona,2210,Richard Jefferson,1980-06-21 00:00:00,Arizona,USA,2001,1,13
2001,2798,Horace,Jenkins,Horace Jenkins,PG,71.75,5' 11.75'',,,171,77.25,6' 5.25'',97.0,8' 1'',6.0,,,34.5,41.0,10.97,,3.1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,12157,Darrell,Johns,Darrell Johns,C,83.25,6' 11.25'',,,278,89.0,7' 5'',111.5,9' 3.5'',19.1,,,23.5,30.0,12.41,,3.59,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,2256,Ken,Johnson,Ken Johnson,C,82.75,6' 10.75'',,,227,88.0,7' 4'',109.5,9' 1.5'',9.9,,,32.5,35.0,11.27,,3.12,13.0,,,,,,,,,,,,,,,,,,,,,,,,2256,2.0,20.0,48.0,1610612748,Ohio State,2256,Ken Johnson,1978-02-01 00:00:00,Ohio State,USA,2001,2,48
2001,2207,Joe,Johnson,Joe Johnson,SF-SG,78.75,6' 6.75'',,,226,81.0,6' 9'',105.0,8' 9'',6.7,,,32.5,36.5,12.05,,3.4,12.0,,,,,,,,,,,,,,,,,,,,,,,,2207,1.0,10.0,10.0,1610612738,Arkansas,2207,Joe Johnson,1981-06-29 00:00:00,Arkansas,USA,2001,1,10
2001,12158,Darren,Kelly,Darren Kelly,SG-PG,74.0,6' 2'',,,178,78.75,6' 6.75'',100.0,8' 4'',6.7,,,30.5,34.5,11.38,,3.21,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,2253,Sean,Lampley,Sean Lampley,SF,77.5,6' 5.5'',,,213,81.25,6' 9.25'',101.0,8' 5'',8.0,,,36.0,40.0,11.06,,3.12,12.0,,,,,,,,,,,,,,,,,,,,,,,,2253,2.0,16.0,44.0,1610612741,California,2253,Sean Lampley,1979-09-03 00:00:00,California,USA,2001,2,44
2001,12159,Zach,Marbury,Zach Marbury,PG-SG,73.25,6' 1.25'',,,183,75.5,6' 3.5'',96.5,8' 0.5'',6.7,,,33.0,36.5,11.53,,3.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,12160,Mike,Mardesich,Mike Mardesich,C-PF,82.25,6' 10.25'',,,247,84.5,7' 0.5'',108.5,9' 0.5'',13.6,,,24.0,30.0,11.65,,3.45,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,12161,DeMarcus,Minor,DeMarcus Minor,SG,75.25,6' 3.25'',,,207,80.25,6' 8.25'',99.5,8' 3.5'',6.7,,,29.0,41.0,10.57,,3.15,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,200081,Jamario,Moon,Jamario Moon,SF,78.5,6' 6.5'',,,185,83.5,6' 11.5'',103.0,8' 7'',5.3,,,33.0,43.0,11.64,,3.08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,2211,Troy,Murphy,Troy Murphy,PF,81.75,6' 9.75'',,,230,83.0,6' 11'',105.5,8' 9.5'',11.7,,,28.5,34.5,11.22,,3.43,11.0,,,,,,,,,,,,,,,,,,,,,,,,2211,1.0,14.0,14.0,1610612744,Notre Dame,,,,,,,,
2001,12162,Troy,Ostler,Troy Ostler,PF-SF,80.75,6' 8.75'',,,200,85.5,7' 1.5'',106.5,8' 10.5'',8.0,,,26.5,29.5,13.42,,3.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,40046,Lazaros,Papadopoulos,Lazaros Papadopoulos,C-PF,82.25,6' 10.25'',,,227,86.5,7' 2.5'',110.5,9' 2.5'',11.7,,,23.0,26.0,12.0,,3.7,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,12164,Rashad,Phillips,Rashad Phillips,PG,69.0,5' 9'',,,166,73.5,6' 1.5'',92.0,7' 8'',12.4,,,27.0,32.0,11.93,,3.27,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,12165,Demetrius,Porter,Demetrius Porter,PG,70.75,5' 10.75'',,,178,74.75,6' 2.75'',94.0,7' 10'',12.4,,,26.0,31.0,11.5,,3.34,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,12166,Martin,Rancik,Martin Rancik,PF-SF,80.75,6' 8.75'',,,230,80.0,6' 8'',102.5,8' 6.5'',8.0,,,32.0,37.0,10.77,,3.19,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,2202,Jason,Richardson,Jason Richardson,SF-SG,76.75,6' 4.75'',,,213,83.5,6' 11.5'',102.5,8' 6.5'',5.3,,,32.5,39.5,11.75,,3.12,15.0,,,,,,,,,,,,,,,,,,,,,,,,2202,1.0,5.0,5.0,1610612744,Michigan State,2202,Jason Richardson,1981-01-20 00:00:00,Michigan State,USA,2001,1,5
2001,2369,Norman,Richardson,Norman Richardson,SG,75.5,6' 3.5'',,,180,76.5,6' 4.5'',99.0,8' 3'',6.0,,,30.5,35.5,10.97,,3.15,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2369,Norman Richardson,1977-07-24 00:00:00,Hofstra,USA,Undrafted,Undrafted,Undrafted
2001,2219,Jeryl,Sasser,Jeryl Sasser,PG-SG,77.5,6' 5.5'',,,194,82.5,6' 10.5'',103.5,8' 7.5'',6.7,,,29.0,34.0,11.47,,3.22,1.0,,,,,,,,,,,,,,,,,,,,,,,,2219,1.0,22.0,22.0,1610612753,Southern Methodist,2219,Jeryl Sasser,1979-02-13 00:00:00,Southern Methodist,USA,2001,1,22
2001,12167,Kenny,Satterfield,Kenny Satterfield,PG,73.0,6' 1'',,,176,76.5,6' 4.5'',98.0,8' 2'',6.7,,,28.5,33.0,12.05,,3.2,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,2243,Brian,Scalabrine,Brian Scalabrine,PF-SF,80.75,6' 8.75'',,,241,81.75,6' 9.75'',105.5,8' 9.5'',13.6,,,27.0,30.5,11.75,,3.47,14.0,,,,,,,,,,,,,,,,,,,,,,,,2243,2.0,6.0,34.0,1610612751,Southern California,2243,Brian Scalabrine,1978-03-18 00:00:00,Southern California,USA,2001,2,34
2001,12168,Lee,Scruggs,Lee Scruggs,PF-SF,82.25,6' 10.25'',,,209,89.75,7' 5.75'',110.5,9' 2.5'',10.5,,,23.5,29.5,13.28,,3.55,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,2250,Bobby,Simmons,Bobby Simmons,SF,78.25,6' 6.25'',,,235,84.25,7' 0.25'',105.0,8' 9'',6.7,,,27.5,34.0,11.69,,3.41,12.0,,,,,,,,,,,,,,,,,,,,,,,,2250,2.0,13.0,41.0,1610612760,DePaul,2250,Bobby Simmons,1980-06-02 00:00:00,DePaul,USA,2001,2,41
2001,2226,Will,Solomon,Will Solomon,PG-SG,71.75,5' 11.75'',,,172,81.5,6' 9.5'',99.5,8' 3.5'',4.0,,,28.5,35.0,11.3,,3.22,4.0,,,,,,,,,,,,,,,,,,,,,,,,2226,2.0,4.0,32.0,1610612763,Clemson,2226,Will Solomon,1978-07-20 00:00:00,Clemson,USA,2001,2,32
2001,12169,Greg,Stevenson,Greg Stevenson,SF,75.75,6' 3.75'',,,215,84.5,7' 0.5'',102.0,8' 6'',7.3,,,30.0,35.5,11.29,,3.23,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,12170,Damone,Thornton,Damone Thornton,PF,78.75,6' 6.75'',,,235,85.75,7' 1.75'',103.7,8' 7.75'',8.0,,,33.5,37.5,11.17,,3.2,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,2224,Jamaal,Tinsley,Jamaal Tinsley,PG,72.75,6' 0.75'',,,199,79.5,6' 7.5'',97.5,8' 1.5'',13.6,,,28.0,37.5,11.96,,3.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,2224,1.0,27.0,27.0,1610612763,Iowa State,2224,Jamaal Tinsley,1978-02-28 00:00:00,Iowa State,USA,2001,1,27
2001,12171,Tory,Walker,Tory Walker,SF,78.75,6' 6.75'',,,187,83.25,6' 11.25'',104.5,8' 8.5'',6.7,,,28.0,33.0,11.95,,3.25,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,12172,Souleymane,Wane,Souleymane Wane,C,80.5,6' 8.5'',,,235,89.0,7' 5'',109.0,9' 1'',11.2,,,29.0,30.5,12.02,,3.46,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,2248,Earl,Watson,Earl Watson,PG,72.0,6' 0'',,,184,78.75,6' 6.75'',97.0,8' 1'',4.0,,,32.5,37.5,10.97,,3.19,4.0,,,,,,,,,,,,,,,,,,,,,,,,2248,2.0,11.0,39.0,1610612760,California-Los Angeles,2248,Earl Watson,1979-06-12 00:00:00,UCLA,USA,2001,2,39
2001,2206,Rodney,White,Rodney White,SF,79.5,6' 7.5'',,,243,83.5,6' 11.5'',104.5,8' 8.5'',9.3,,,27.5,33.0,12.07,,3.47,16.0,,,,,,,,,,,,,,,,,,,,,,,,2206,1.0,9.0,9.0,1610612765,North Carolina-Charlotte,2206,Rodney White,1980-06-28 00:00:00,North Carolina-Charlotte,USA,2001,1,9
2001,2254,Loren,Woods,Loren Woods,C-PF,84.75,7' 0.75'',,,246,89.5,7' 5.5'',113.0,9' 5'',9.3,,,24.5,28.0,11.83,,3.48,10.0,,,,,,,,,,,,,,,,,,,,,,,,2254,2.0,17.0,45.0,1610612750,Arizona,2254,Loren Woods,1978-06-21 00:00:00,Arizona,USA,2001,2,45
2001,12041,Michael,Wright,Michael Wright,PF,79.0,6' 7'',,,247,83.5,6' 11.5'',106.5,8' 10.5'',9.3,,,27.5,33.5,11.37,,3.21,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,12040,Brent,Wright,Brent Wright,PF-SF,79.75,6' 7.75'',,,236,85.5,7' 1.5'',105.5,8' 9.5'',12.4,,,23.0,29.0,12.25,,3.3,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2403,Nene,,Nene ,PF,81.25,6' 9.25'',,,253,88.5,7' 4.5'',109.0,9' 1'',,,,30.0,34.0,10.73,,3.19,16.0,,,,,,,,,,,,,,,,,,,,,,,,2403,1.0,7.0,7.0,1610612752,CR Vasco da Gama (Brazil),,,,,,,,
2002,2425,Robert,Archibald,Robert Archibald,PF-C,82.0,6' 10'',,,250,83.75,6' 11.75'',109.5,9' 1.5'',,,,24.0,27.5,11.34,,3.33,10.0,,,,,,,,,,,,,,,,,,,,,,,,2425,2.0,3.0,31.0,1610612763,Illinois,2425,Robert Archibald,1980-03-29 00:00:00,Illinois,Scotland,2002,2,31
2002,2486,Maurice,Baker,Maurice Baker,PG,71.75,5' 11.75'',,,178,76.0,6' 4'',96.0,8' 0'',,,,29.5,33.0,12.19,,3.29,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2486,Maurice Baker,1979-07-28 00:00:00,Oklahoma State,USA,Undrafted,Undrafted,Undrafted
2002,2440,Matt,Barnes,Matt Barnes,SF,78.75,6' 6.75'',,,226,81.0,6' 9'',96.5,8' 0.5'',,,,35.5,40.5,10.68,,3.28,11.0,,,,,,,,,,,,,,,,,,,,,,,,2440,2.0,17.0,45.0,1610612763,California-Los Angeles,2440,Matt Barnes,1980-03-09 00:00:00,UCLA,USA,2002,2,45
2002,12286,Lubos,Barton,Lubos Barton,SF-SG,78.5,6' 6.5'',,,221,84.0,7' 0'',107.0,8' 11'',,,,25.5,31.5,11.2,,3.31,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2437,Lonny,Baxter,Lonny Baxter,PF-C,78.25,6' 6.25'',,,264,85.5,7' 1.5'',107.5,8' 11.5'',,,,28.0,32.5,11.77,,3.21,14.0,,,,,,,,,,,,,,,,,,,,,,,,2437,2.0,15.0,43.0,1610612741,Maryland,2437,Lonny Baxter,1979-01-27 00:00:00,Maryland,USA,2002,2,43
2002,12287,Lee,Benson,Lee Benson,SF-PF,80.25,6' 8.25'',,,217,85.75,7' 1.75'',109.0,9' 1'',,,,27.5,32.5,11.44,,3.29,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2430,Carlos,Boozer,Carlos Boozer,PF,79.75,6' 7.75'',,,258,86.25,7' 2.25'',108.5,9' 0.5'',,,,26.5,28.5,10.77,,3.31,13.0,,,,,,,,,,,,,,,,,,,,,,,,2430,2.0,6.0,34.0,1610612739,Duke,2430,Carlos Boozer,1981-11-20 00:00:00,Duke,USA,2002,2,34
2002,2414,Curtis,Borchardt,Curtis Borchardt,C,82.75,6' 10.75'',,,238,86.5,7' 2.5'',112.0,9' 4'',,,,24.0,27.0,12.56,,3.63,7.0,,,,,,,,,,,,,,,,,,,,,,,,2414,1.0,18.0,18.0,1610612753,Stanford,,,,,,,,
2002,2452,J.R.,Bremer,J.R. Bremer,SG-PG,73.25,6' 1.25'',,,188,74.25,6' 2.25'',96.0,8' 0'',,,,30.0,35.5,10.93,,3.1,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2452,J.R. Bremer,1980-09-19 00:00:00,St. Bonaventure,USA,Undrafted,Undrafted,Undrafted
2002,12288,Brian,Brown,Brian Brown,PG-SG,74.5,6' 2.5'',,,194,79.0,6' 7'',99.0,8' 3'',,,,26.0,33.0,11.43,,3.29,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,12289,Sylvere,Bryan,Sylvere Bryan,PF,81.0,6' 9'',,,226,88.5,7' 4.5'',109.5,9' 1.5'',,,,28.5,29.5,12.03,,3.2,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,12290,Chris,Burgess,Chris Burgess,C,82.0,6' 10'',,,246,83.5,6' 11.5'',109.0,9' 1'',,,,24.5,31.0,11.58,,3.37,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2406,Caron,Butler,Caron Butler,SF-SG,77.25,6' 5.25'',,,222,83.5,6' 11.5'',103.5,8' 7.5'',,,,27.0,31.0,12.15,,3.33,2.0,,,,,,,,,,,,,,,,,,,,,,,,2406,1.0,10.0,10.0,1610612748,Connecticut,,,,,,,,
2002,2446,Rasual,Butler,Rasual Butler,SF,78.75,6' 6.75'',,,198,84.0,7' 0'',105.5,8' 9.5'',,,,31.5,37.5,11.54,,3.29,10.0,,,,,,,,,,,,,,,,,,,,,,,,2446,2.0,24.0,52.0,1610612748,La Salle,,,,,,,,
2002,12291,Mire,Chatman,Mire Chatman,PG-SG,72.0,6' 0'',,,174,78.0,6' 6'',98.0,8' 2'',,,,29.0,33.0,11.12,,3.18,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,12042,Chris,Christoffersen,Chris Christoffersen,C,84.75,7' 0.75'',,,291,87.5,7' 3.5'',109.0,9' 1'',,,,28.0,31.0,12.55,,3.39,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,12043,Lenny,Cooke,Lenny Cooke,SG-SF,77.5,6' 5.5'',,,214,85.0,7' 1'',107.0,8' 11'',,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,12044,Craig,Dawson,Craig Dawson,SG-SF,75.5,6' 3.5'',,,200,78.25,6' 6.25'',102.0,8' 6'',,,,26.0,30.0,12.06,,3.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2399,Mike,Dunleavy,Mike Dunleavy,SF,80.0,6' 8'',,,230,81.0,6' 9'',106.0,8' 10'',,,,24.5,29.0,11.55,,3.3,11.0,,,,,,,,,,,,,,,,,,,,,,,,2399,1.0,3.0,3.0,1610612744,Duke,,,,,,,,
2002,12045,Teddy,Dupay,Teddy Dupay,PG,69.5,5' 9.5'',,,178,70.75,5' 10.75'',90.5,7' 6.5'',,,,28.0,33.0,10.53,,3.19,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2451,Corsley,Edwards,Corsley Edwards,PF,79.25,6' 7.25'',,,285,82.75,6' 10.75'',106.5,8' 10.5'',,,,28.5,33.0,12.18,,3.31,12.0,,,,,,,,,,,,,,,,,,,,,,,,2451,2.0,29.0,57.0,1610612758,Central Connecticut State,,,,,,,,
2002,12046,Andy,Ellis,Andy Ellis,PF,81.25,6' 9.25'',,,220,82.25,6' 10.25'',102.0,8' 6'',,,,32.0,35.5,11.69,,3.34,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2408,Melvin,Ely,Melvin Ely,PF,81.0,6' 9'',,,240,88.0,7' 4'',111.0,9' 3'',,,,26.0,29.0,11.96,,3.35,7.0,,,,,,,,,,,,,,,,,,,,,,,,2408,1.0,12.0,12.0,1610612746,Fresno State,2408,Melvin Ely,1978-05-02 00:00:00,Fresno State,USA,2002,1,12
2002,2501,Reggie,Evans,Reggie Evans,PF,79.5,6' 7.5'',,,250,86.5,7' 2.5'',107.5,8' 11.5'',,,,26.0,29.5,12.73,,3.26,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2501,Reggie Evans,1980-05-18 00:00:00,Iowa,USA,Undrafted,Undrafted,Undrafted
2002,12047,Peter,Fehse,Peter Fehse,PF-C,82.0,6' 10'',,,220,84.5,7' 0.5'',109.0,9' 1'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2400,Drew,Gooden,Drew Gooden,PF,80.75,6' 8.75'',,,227,84.5,7' 0.5'',106.5,8' 10.5'',,,,29.0,33.0,11.81,,3.19,13.0,,,,,,,,,,,,,,,,,,,,,,,,2400,1.0,4.0,4.0,1610612763,Kansas,2400,Drew Gooden,1981-09-24 00:00:00,Kansas,USA,2002,1,4
2002,12066,David,Graves,David Graves,SG,76.5,6' 4.5'',,,212,79.0,6' 7'',101.0,8' 5'',,,,26.0,29.5,11.2,,3.27,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2696,Lynn,Greer,Lynn Greer,PG,72.25,6' 0.25'',,,170,73.0,6' 1'',94.5,7' 10.5'',,,,29.5,36.5,11.24,,3.16,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2696,Lynn Greer,1979-10-23 00:00:00,Temple,USA,Undrafted,Undrafted,Undrafted
2002,12067,Rod,Grizzard,Rod Grizzard,SF-SG,78.0,6' 6'',,,193,84.0,7' 0'',107.0,8' 11'',,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,101219,Anthony,Grundy,Anthony Grundy,PG-SG,72.75,6' 0.75'',,,167,79.75,6' 7.75'',99.0,8' 3'',,,,27.5,32.0,11.1,,3.39,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101219,Anthony Grundy,1979-04-15 00:00:00,North Carolina State,USA,Undrafted,Undrafted,Undrafted
2002,2409,Marcus,Haislip,Marcus Haislip,PF,80.5,6' 8.5'',,,221,84.0,7' 0'',107.0,8' 11'',,,,33.5,36.5,11.35,,3.21,8.0,,,,,,,,,,,,,,,,,,,,,,,,2409,1.0,13.0,13.0,1610612749,Tennessee,2409,Marcus Haislip,1980-12-22 00:00:00,Tennessee,USA,2002,1,13
2002,12068,Damon,Hancock,Damon Hancock,SG-PG,74.75,6' 2.75'',,,203,78.0,6' 6'',99.5,8' 3.5'',,,,32.0,35.0,11.62,,3.03,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,12069,Greg,Harrington,Greg Harrington,PG,73.0,6' 1'',,,183,75.75,6' 3.75'',97.0,8' 1'',,,,28.5,34.0,12.06,,3.32,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2617,Udonis,Haslem,Udonis Haslem,PF,79.75,6' 7.75'',,,250,83.0,6' 11'',107.0,8' 11'',,,,28.5,33.5,11.8,,3.31,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2617,Udonis Haslem,1980-06-09 00:00:00,Florida,USA,Undrafted,Undrafted,Undrafted
2002,12070,Cordell,Henry,Cordell Henry,PG,68.0,5' 8'',,,155,73.0,6' 1'',92.0,7' 8'',,,,33.0,37.5,11.3,,3.04,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
